tornado_num,year,month,day,date,time,F_EF_scale,injuries,fatalities,loss_val,starting_lat,starting_long,ending_lat,ending_long,length_miles,width_yards,county_one,county_two,county_three,county_four
582,1974,6,9,6/9/74,11:30:00,1,0,0,"$5,000 to $50,000",42.72,-94.13,0,0,2,100,HUMBOLDT,NA,NA,NA
625,1974,6,18,6/18/74,20:01:00,0,0,0,"$500 to $5,000",42.1,-92.87,0,0,0.1,10,MARSHALL,NA,NA,NA
627,1974,6,18,6/18/74,21:35:00,4,50,2,"$5,000,000 to $50,000,000",41.73,-93.62,41.52,-93.53,15.3,400,POLK,NA,NA,NA
626,1974,6,18,6/18/74,20:15:00,2,0,0,"$50,000 to $500,000",41.95,-93.68,0,0,2,200,STORY,NA,NA,NA
624,1974,6,18,6/18/74,19:50:00,1,1,0,"$5,000 to $50,000",42.5,-94.27,0,0,0.1,10,WEBSTER,NA,NA,NA
637,1974,6,20,6/20/74,16:45:00,3,20,1,"$500,000 to $5,000,000",41.98,-90.27,41.83,-90.2,10.6,200,CLINTON,NA,NA,NA
674,1974,6,22,6/22/74,1:25:00,2,0,0,"$50,000 to $500,000",42.3,-93.65,42.32,-93.6,0.1,100,HAMILTON,NA,NA,NA
695,1974,7,3,7/3/74,14:35:00,0,0,0,Unknown,42.1,-94.85,0,0,0.1,10,CARROLL,NA,NA,NA
734,1974,7,22,7/22/74,1:25:00,1,0,0,"$5,000 to $50,000",41.48,-91.45,0,0,1,150,JOHNSON,NA,NA,NA
800,1974,8,12,8/12/74,16:20:00,4,12,0,"$500,000 to $5,000,000",42.35,-91.48,0,0,5,400,DELAWARE,NA,NA,NA
802,1974,8,12,8/12/74,19:15:00,4,2,0,"$50,000 to $500,000",41.75,-92.18,0,0,2,100,IOWA,NA,NA,NA
145,1975,3,23,3/23/75,15:10:00,0,0,0,"$500 to $5,000",40.6,-93.52,0,0,0.1,10,WAYNE,NA,NA,NA
209,1975,4,17,4/17/75,19:50:00,1,0,0,"$500 to $5,000",43.43,-92.12,0,0,0.1,10,HOWARD,NA,NA,NA
230,1975,4,23,4/23/75,15:30:00,0,0,0,Unknown,41.55,-91.7,0,0,0.1,10,JOHNSON,NA,NA,NA
229,1975,4,23,4/23/75,14:55:00,0,0,0,Unknown,40.75,-94.82,0,0,0.1,10,TAYLOR,NA,NA,NA
314,1975,5,6,5/6/75,16:00:00,2,0,0,"$5,000 to $50,000",41.4,-95.85,41.53,-95.67,12.8,500,POTTAWATTAMIE,HARRISON,NA,NA
315,1975,5,6,5/6/75,16:20:00,2,0,0,"$5,000 to $50,000",41.47,-95.87,41.62,-95.8,10.6,10,POTTAWATTAMIE,HARRISON,NA,NA
329,1975,5,7,5/7/75,18:00:00,2,0,0,"$5,000 to $50,000",41.65,-95.22,41.8,-95.2,9.9,10,SHELBY,NA,NA,NA
330,1975,5,7,5/7/75,18:15:00,0,0,0,Unknown,41.07,-94.37,0,0,0.1,10,UNION,NA,NA,NA
332,1975,5,7,5/7/75,19:30:00,2,0,0,"$50,000 to $500,000",41.03,-93.78,0,0,10,10,CLARKE,NA,NA,NA
327,1975,5,7,5/7/75,17:30:00,2,0,0,"$5,000 to $50,000",41.82,-95.5,0,0,0.1,10,CRAWFORD,NA,NA,NA
331,1975,5,7,5/7/75,19:00:00,2,0,0,"$5,000 to $50,000",40.82,-93.83,0,0,0.1,10,DECATUR,NA,NA,NA
407,1975,5,20,5/20/75,17:45:00,1,0,0,"$500 to $5,000",43.4,-96.18,0,0,0.1,10,LYON,NA,NA,NA
425,1975,5,22,5/22/75,16:45:00,2,0,0,"$5,000 to $50,000",42.47,-96.37,0,0,0.1,10,WOODBURY,NA,NA,NA
428,1975,5,22,5/22/75,18:30:00,1,0,0,$50 to $500,43.38,-95.2,0,0,0.1,10,DICKINSON,NA,NA,NA
429,1975,5,22,5/22/75,19:30:00,1,0,0,$50 to $500,43.27,-94.95,0,0,0.1,10,DICKINSON,NA,NA,NA
430,1975,5,22,5/22/75,19:30:00,1,0,0,$50 to $500,43.3,-95.25,0,0,0.1,10,DICKINSON,NA,NA,NA
495,1975,6,3,6/3/75,23:10:00,1,0,0,"$500 to $5,000",42.73,-96.12,0,0,0.1,10,PLYMOUTH,NA,NA,NA
494,1975,6,3,6/3/75,23:00:00,1,0,0,"$500 to $5,000",42.93,-96.4,0,0,0.1,10,SIOUX,NA,NA,NA
497,1975,6,4,6/4/75,2:40:00,2,0,0,"$5,000 to $50,000",42.85,-92.72,0,0,0.1,10,BUTLER,NA,NA,NA
496,1975,6,4,6/4/75,0:30:00,2,0,0,"$500 to $5,000",43.03,-95.15,0,0,0.1,10,CLAY,NA,NA,NA
545,1975,6,14,6/14/75,12:33:00,1,0,0,"$500 to $5,000",41.52,-93.9,41.52,-93.78,5.4,10,DALLAS,NA,NA,NA
581,1975,6,18,6/18/75,6:00:00,2,0,0,"$5,000 to $50,000",40.67,-95.23,0,0,0.1,10,PAGE,NA,NA,NA
579,1975,6,18,6/18/75,5:00:00,2,0,0,"$500 to $5,000",41.37,-93.5,0,0,0.1,10,WARREN,NA,NA,NA
620,1975,6,21,6/21/75,12:25:00,0,0,0,$50 or less,43,-94.7,0,0,0.1,10,PALO ALTO,NA,NA,NA
627,1975,6,23,6/23/75,17:05:00,1,0,0,"$5,000 to $50,000",40.77,-93.48,0,0,0.1,10,WAYNE,NA,NA,NA
773,1975,8,12,8/12/75,21:30:00,1,0,0,"$5,000 to $50,000",41.88,-92,0,0,0.1,10,BENTON,NA,NA,NA
795,1975,8,24,8/24/75,20:45:00,0,0,0,"$5,000 to $50,000",43.15,-92.95,0,0,0.2,33,FLOYD,NA,NA,NA
868,1975,11,9,11/9/75,18:35:00,1,0,0,"$5,000 to $50,000",41.73,-91.43,0,0,0.1,10,JOHNSON,NA,NA,NA
866,1975,11,9,11/9/75,18:15:00,1,0,0,"$50,000 to $500,000",42.77,-92.13,42.8,-92.08,2.7,10,BREMER,NA,NA,NA
865,1975,11,9,11/9/75,17:45:00,1,0,0,"$50,000 to $500,000",41.97,-92.72,0,0,0.1,10,TAMA,NA,NA,NA
867,1975,11,9,11/9/75,18:15:00,2,0,0,"$5,000 to $50,000",41.25,-91.62,0,0,0.1,10,WASHINGTON,NA,NA,NA
869,1975,11,9,11/9/75,19:00:00,1,0,0,"$5,000 to $50,000",43.22,-91.53,0,0,0.1,10,ALLAMAKEE,NA,NA,NA
863,1975,11,9,11/9/75,16:45:00,1,0,0,"$50,000 to $500,000",42.27,-92.78,42.28,-92.73,0.1,300,GRUNDY,NA,NA,NA
864,1975,11,9,11/9/75,17:30:00,2,3,0,"$50,000 to $500,000",40.88,-92.12,41,-91.98,8.8,10,VAN BUREN,JEFFERSON,NA,NA
870,1975,11,9,11/9/75,19:15:00,2,4,0,"$50,000 to $500,000",41.9,-90.88,42.07,-90.67,13.6,200,CLINTON,JACKSON,NA,NA
862,1975,11,9,11/9/75,16:30:00,3,0,0,"$500,000 to $5,000,000",42.2,-92.47,42.68,-92.05,39.4,10,TAMA,BLACK HAWK,BREMER,NA
909,1975,12,14,12/14/75,4:35:00,1,0,0,"$5,000 to $50,000",42,-90.78,42.05,-90.62,7,10,CLINTON,JACKSON,NA,NA
249,1976,4,14,4/14/76,20:15:00,2,0,0,$50 to $500,41.77,-94.02,41.8,-93.92,4.9,67,DALLAS,NA,NA,NA
324,1976,4,23,4/23/76,19:20:00,1,0,0,Unknown,41.3,-93.27,41.35,-93.22,3.6,33,MARION,NA,NA,NA
457,1976,5,28,5/28/76,18:00:00,1,0,0,"$5,000 to $50,000",40.92,-95.6,0,0,0.5,100,FREMONT,NA,NA,NA
580,1976,6,12,6/12/76,19:30:00,2,2,0,"$5,000 to $50,000",42.53,-92.22,42.63,-92.17,6.9,100,BLACK HAWK,NA,NA,NA
579,1976,6,12,6/12/76,19:15:00,1,0,0,$50 or less,41.4,-94.03,41.45,-93.73,14.1,100,MADISON,WARREN,NA,NA
578,1976,6,12,6/12/76,17:45:00,1,0,0,"$5,000 to $50,000",41.47,-93.93,41.82,-93.33,35.1,100,MADISON,DALLAS,POLK,STORY
591,1976,6,13,6/13/76,16:00:00,2,0,0,"$5,000 to $50,000",42.42,-92.27,42.6,-92.13,14,100,BLACK HAWK,NA,NA,NA
585,1976,6,13,6/13/76,14:25:00,2,0,0,Unknown,42.03,-93.8,42.1,-93.75,4.5,100,BOONE,NA,NA,NA
586,1976,6,13,6/13/76,14:40:00,3,0,0,"$5,000 to $50,000",42.08,-93.73,42.08,-93.7,0.1,333,BOONE,NA,NA,NA
587,1976,6,13,6/13/76,14:45:00,2,0,0,"$5,000 to $50,000",42.12,-93.65,42.13,-93.6,1.3,200,STORY,NA,NA,NA
583,1976,6,13,6/13/76,13:58:00,3,0,0,"$50,000 to $500,000",41.72,-94.1,41.98,-94.02,17.9,100,DALLAS,BOONE,NA,NA
584,1976,6,13,6/13/76,14:10:00,5,9,0,"$5,000,000 to $50,000,000",41.93,-93.87,42.18,-93.6,21.3,880,BOONE,STORY,NA,NA
588,1976,6,13,6/13/76,14:45:00,2,0,0,"$5,000 to $50,000",41.42,-95.13,41.62,-94.83,20,100,CASS,AUDUBON,NA,NA
600,1976,6,14,6/14/76,18:00:00,2,0,0,"$500 to $5,000",43.15,-94.9,43.48,-94.6,26.9,33,PALO ALTO,EMMET,NA,NA
640,1976,6,26,6/26/76,17:15:00,4,6,0,"$500,000 to $5,000,000",41.45,-95.6,41.48,-95.5,5.1,200,POTTAWATTAMIE,NA,NA,NA
732,1976,7,28,7/28/76,1:23:00,2,0,0,"$5,000 to $50,000",41.52,-93.35,0,0,1.2,100,POLK,NA,NA,NA
758,1976,8,11,8/11/76,14:15:00,2,0,0,"$5,000 to $50,000",42.07,-94.73,0,0,2,100,CARROLL,NA,NA,NA
784,1976,8,24,8/24/76,17:30:00,-9,0,0,Unknown,41.17,-92.63,0,0,1,30,WAPELLO,NA,NA,NA
9,1977,2,23,2/23/77,14:10:00,1,1,0,"$50,000 to $500,000",43.15,-93.2,0,0,0.1,13,CERRO GORDO,NA,NA,NA
77,1977,3,28,3/28/77,11:45:00,1,0,0,"$5,000 to $50,000",41.1,-92.5,0,0,0.1,30,WAPELLO,NA,NA,NA
200,1977,5,4,5/4/77,14:30:00,2,0,0,"$50,000 to $500,000",40.78,-91.6,0,0,2,60,LEE,NA,NA,NA
218,1977,5,4,5/4/77,20:30:00,-9,0,0,"$5,000 to $50,000",42.07,-93.88,0,0,0.1,10,BOONE,NA,NA,NA
212,1977,5,4,5/4/77,18:30:00,-9,0,0,"$500 to $5,000",42.55,-94.87,0,0,1,10,POCAHONTAS,NA,NA,NA
219,1977,5,4,5/4/77,21:00:00,-9,0,0,"$50,000 to $500,000",42.1,-92.68,42.22,-92.37,17.8,30,TAMA,NA,NA,NA
220,1977,5,4,5/4/77,22:15:00,-9,0,0,"$5,000 to $50,000",42.18,-92.72,0,0,1,20,TAMA,NA,NA,NA
211,1977,5,4,5/4/77,18:20:00,2,4,0,"$500,000 to $5,000,000",42.47,-94.22,0,0,1,70,WEBSTER,NA,NA,NA
213,1977,5,4,5/4/77,18:32:00,4,14,0,"$50,000 to $500,000",42.53,-94.15,0,0,2,70,WEBSTER,NA,NA,NA
199,1977,5,4,5/4/77,13:58:00,1,0,0,"$5,000 to $50,000",40.72,-92.37,40.75,-92.28,4.3,20,DAVIS,NA,NA,NA
201,1977,5,4,5/4/77,14:56:00,2,0,0,"$5,000 to $50,000",40.87,-91.3,0,0,2,10,DES MOINES,NA,NA,NA
215,1977,5,4,5/4/77,19:15:00,-9,0,0,Unknown,41.78,-94.53,0,0,1,10,GUTHRIE,NA,NA,NA
216,1977,5,4,5/4/77,19:26:00,-9,0,0,"$5,000 to $50,000",41.85,-94.57,0,0,1,30,GUTHRIE,NA,NA,NA
202,1977,5,4,5/4/77,15:00:00,2,1,0,"$50,000 to $500,000",40.97,-91.55,41,-91.52,0.1,30,HENRY,NA,NA,NA
203,1977,5,4,5/4/77,15:10:00,-9,0,0,"$5,000 to $50,000",41.13,-91.48,41.2,-91.45,0.1,20,HENRY,LOUISA,NA,NA
227,1977,5,5,5/5/77,16:45:00,-9,0,0,Unknown,40.83,-91.27,40.88,-91,14.1,100,DES MOINES,NA,NA,NA
269,1977,5,16,5/16/77,18:15:00,-9,0,0,Unknown,42,-90.4,0,0,0.1,10,CLINTON,NA,NA,NA
261,1977,5,16,5/16/77,15:00:00,-9,0,0,Unknown,42.43,-91.27,0,0,0.1,10,DELAWARE,NA,NA,NA
293,1977,5,18,5/18/77,14:28:00,-9,0,0,"$500 to $5,000",42.32,-94.83,0,0,1,20,CALHOUN,NA,NA,NA
424,1977,6,7,6/7/77,18:30:00,-9,0,0,Unknown,42.85,-92.1,0,0,1,20,BREMER,NA,NA,NA
430,1977,6,10,6/10/77,18:00:00,-9,0,0,"$5,000 to $50,000",43.43,-94.22,43.43,-94.17,1.9,10,KOSSUTH,NA,NA,NA
429,1977,6,10,6/10/77,18:00:00,-9,0,0,"$5,000 to $50,000",43.23,-94.77,43.22,-94.43,14.9,10,PALO ALTO,KOSSUTH,NA,NA
453,1977,6,16,6/16/77,4:45:00,-9,2,0,"$50,000 to $500,000",42.5,-96.45,0,0,1,77,WOODBURY,NA,NA,NA
454,1977,6,16,6/16/77,4:55:00,-9,0,0,"$5,000 to $50,000",42.5,-96.38,0,0,1,87,WOODBURY,NA,NA,NA
548,1977,7,6,7/6/77,17:00:00,1,0,0,"$5,000 to $50,000",42.28,-92.63,0,0,0.5,10,GRUNDY,NA,NA,NA
556,1977,7,7,7/7/77,22:10:00,-9,0,0,$50 to $500,42.78,-96.17,0,0,1,10,PLYMOUTH,NA,NA,NA
577,1977,7,10,7/10/77,23:15:00,-9,0,0,$50 to $500,42.78,-96.18,0,0,0.5,10,PLYMOUTH,NA,NA,NA
595,1977,7,16,7/16/77,20:35:00,2,0,0,"$50,000 to $500,000",42.8,-92.48,42.8,-92.43,1.9,20,BREMER,NA,NA,NA
689,1977,8,15,8/15/77,23:10:00,-9,0,0,"$50,000 to $500,000",41.58,-91.65,0,0,2,60,JOHNSON,NA,NA,NA
690,1977,8,15,8/15/77,23:15:00,-9,0,0,"$50,000 to $500,000",41.67,-91.6,0,0,0.5,60,JOHNSON,NA,NA,NA
685,1977,8,15,8/15/77,16:00:00,-9,0,0,Unknown,41.97,-95.77,0,0,0.2,20,MONONA,NA,NA,NA
686,1977,8,15,8/15/77,18:45:00,-9,0,0,Unknown,41.73,-93.6,0,0,0.2,60,POLK,NA,NA,NA
687,1977,8,15,8/15/77,20:30:00,-9,0,0,"$5,000 to $50,000",41.8,-92.07,0,0,0.2,20,IOWA,NA,NA,NA
691,1977,8,16,8/16/77,0:01:00,-9,1,0,"$50,000 to $500,000",41.58,-91.02,0,0,0.5,10,MUSCATINE,NA,NA,NA
768,1977,9,23,9/23/77,17:30:00,-9,0,0,Unknown,42.78,-95.43,0,0,0.5,10,CHEROKEE,NA,NA,NA
766,1977,9,23,9/23/77,17:00:00,-9,0,0,"$5,000 to $50,000",41.8,-94.93,0,0,1,10,AUDUBON,NA,NA,NA
392,1978,6,7,6/7/78,15:48:00,-9,0,0,"$50,000 to $500,000",40.68,-91.27,0,0,2,30,LEE,NA,NA,NA
422,1978,6,14,6/14/78,22:20:00,1,0,0,"$5,000 to $50,000",43.28,-94.3,0,0,1,17,KOSSUTH,NA,NA,NA
423,1978,6,15,6/15/78,0:01:00,-9,0,0,Unknown,42.67,-93.87,0,0,0.5,10,WRIGHT,NA,NA,NA
437,1978,6,17,6/17/78,16:00:00,1,0,0,"$5,000 to $50,000",41.38,-92.65,0,0,0.1,10,MAHASKA,NA,NA,NA
454,1978,6,19,6/19/78,16:50:00,-9,0,0,Unknown,43.43,-96.02,0,0,0.1,10,LYON,NA,NA,NA
458,1978,6,19,6/19/78,21:15:00,1,0,0,"$5,000 to $50,000",40.7,-95.5,0,0,0.1,10,FREMONT,NA,NA,NA
486,1978,6,25,6/25/78,16:30:00,-9,0,0,Unknown,42.25,-94.55,0,0,0.1,10,CALHOUN,NA,NA,NA
492,1978,6,26,6/26/78,0:41:00,2,1,0,"$500,000 to $5,000,000",41.58,-92.53,0,0,0.7,100,POWESHIEK,NA,NA,NA
516,1978,7,1,7/1/78,14:30:00,-9,0,0,"$5,000 to $50,000",40.67,-91.23,0,0,5,30,LEE,NA,NA,NA
557,1978,7,5,7/5/78,16:20:00,2,0,0,"$500,000 to $5,000,000",42.9,-96.55,42.78,-96.17,20.8,30,PLYMOUTH,NA,NA,NA
567,1978,7,5,7/5/78,19:40:00,-9,0,0,"$5,000 to $50,000",42.32,-95.23,0,0,1,223,SAC,NA,NA,NA
564,1978,7,5,7/5/78,17:30:00,-9,0,0,"$5,000 to $50,000",43.18,-96.47,0,0,8,100,SIOUX,NA,NA,NA
565,1978,7,5,7/5/78,18:00:00,2,0,0,"$500,000 to $5,000,000",43.03,-96.25,42.93,-96.05,11.9,200,SIOUX,NA,NA,NA
566,1978,7,5,7/5/78,18:30:00,-9,0,0,"$5,000 to $50,000",42.87,-95.23,0,0,1,30,BUENA VISTA,NA,NA,NA
571,1978,7,6,7/6/78,19:05:00,2,0,0,"$500,000 to $5,000,000",43.47,-96.4,43.43,-96.12,14.2,200,LYON,NA,NA,NA
573,1978,7,7,7/7/78,0:02:00,-9,0,0,"$5,000 to $50,000",42.37,-92.68,0,0,1,60,GRUNDY,NA,NA,NA
595,1978,7,14,7/14/78,16:00:00,-9,0,0,"$5,000 to $50,000",43.43,-94.67,0,0,5,100,EMMET,NA,NA,NA
596,1978,7,14,7/14/78,16:30:00,-9,0,0,Unknown,43.45,-94.82,0,0,0.5,30,EMMET,NA,NA,NA
597,1978,7,14,7/14/78,17:00:00,1,0,0,"$5,000 to $50,000",43.13,-94.57,43.07,-94.47,9,100,PALO ALTO,KOSSUTH,NA,NA
598,1978,7,14,7/14/78,17:00:00,1,0,0,"$5,000 to $50,000",43.13,-94.57,43.07,-94.47,9,100,PALO ALTO,KOSSUTH,NA,NA
739,1978,9,16,9/16/78,20:35:00,-9,1,0,"$50,000 to $500,000",41.28,-92.67,0,0,1,100,MAHASKA,NA,NA,NA
740,1978,9,16,9/16/78,20:45:00,-9,0,0,"$50,000 to $500,000",41.25,-92.5,0,0,0.5,100,MAHASKA,NA,NA,NA
738,1978,9,16,9/16/78,19:25:00,3,45,6,Unknown,41.97,-93.18,41.65,-92.7,31.8,200,MARSHALL,JASPER,POWESHIEK,NA
44,1979,3,18,3/18/79,23:00:00,1,0,0,$50 to $500,41.38,-95.03,0,0,0.3,30,CASS,NA,NA,NA
64,1979,3,29,3/29/79,18:00:00,4,16,0,"$500,000 to $5,000,000",40.57,-95.03,40.7,-94.92,10.8,500,PAGE,NA,NA,NA
65,1979,3,29,3/29/79,18:10:00,3,1,0,"$500,000 to $5,000,000",40.58,-94.95,40.9,-94.57,29.6,500,TAYLOR,NA,NA,NA
68,1979,3,29,3/29/79,20:40:00,2,0,0,"$50,000 to $500,000",41.43,-93.5,41.52,-93.35,9.3,60,WARREN,NA,NA,NA
67,1979,3,29,3/29/79,19:05:00,3,4,0,"$500,000 to $5,000,000",40.77,-94.38,41.37,-93.63,57,500,UNION,MADISON,WARREN,NA
243,1979,5,8,5/8/79,4:15:00,3,4,0,"$5,000 to $50,000",42.45,-96.17,0,0,0.1,30,WOODBURY,NA,NA,NA
244,1979,5,8,5/8/79,4:25:00,-9,3,0,"$5,000 to $50,000",42.47,-96.15,0,0,0.2,30,WOODBURY,NA,NA,NA
295,1979,5,26,5/26/79,12:15:00,-9,0,0,$50 to $500,42.82,-96,42.77,-95.95,3.6,20,PLYMOUTH,NA,NA,NA
315,1979,6,5,6/5/79,18:05:00,1,0,0,"$50,000 to $500,000",42.22,-92.7,0,0,2,77,TAMA,NA,NA,NA
316,1979,6,5,6/5/79,18:05:00,1,0,0,"$50,000 to $500,000",42.2,-92.7,0,0,2,77,TAMA,NA,NA,NA
317,1979,6,5,6/5/79,18:10:00,1,0,0,"$50,000 to $500,000",42.18,-92.72,0,0,2,77,TAMA,NA,NA,NA
318,1979,6,5,6/5/79,18:15:00,1,0,0,"$50,000 to $500,000",42.18,-92.73,0,0,2,77,TAMA,NA,NA,NA
319,1979,6,5,6/5/79,18:20:00,1,0,0,"$50,000 to $500,000",42.18,-92.75,0,0,2,77,TAMA,NA,NA,NA
337,1979,6,9,6/9/79,16:20:00,1,0,0,"$5,000 to $50,000",42.05,-91.83,42.1,-91.68,8,30,LINN,NA,NA,NA
376,1979,6,19,6/19/79,21:30:00,0,0,0,"$5,000 to $50,000",42.23,-92.07,0,0,2,30,WINNESHIEK,NA,NA,NA
378,1979,6,20,6/20/79,0:20:00,0,0,0,"$5,000 to $50,000",40.78,-92.42,40.83,-92.37,3.6,30,DAVIS,NA,NA,NA
425,1979,6,28,6/28/79,17:40:00,3,34,2,"$5,000,000 to $50,000,000",43.25,-94.25,43.02,-94.22,15.9,300,KOSSUTH,NA,NA,NA
432,1979,6,28,6/28/79,18:37:00,1,0,0,"$5,000 to $50,000",42.97,-94.25,42.92,-94.2,3.6,33,KOSSUTH,NA,NA,NA
427,1979,6,28,6/28/79,18:00:00,0,0,0,"$5,000 to $50,000",42.9,-94.7,0,0,0.5,40,PALO ALTO,NA,NA,NA
446,1979,6,28,6/28/79,20:40:00,1,0,0,"$50,000 to $500,000",41.67,-94.2,41.53,-94.02,12.9,40,DALLAS,NA,NA,NA
423,1979,6,28,6/28/79,17:12:00,0,0,0,Unknown,43.4,-94.48,0,0,0.5,30,EMMET,NA,NA,NA
443,1979,6,28,6/28/79,20:01:00,2,10,0,"$50,000 to $500,000",42.52,-93.8,42.42,-93.73,7.2,350,HAMILTON,NA,NA,NA
444,1979,6,28,6/28/79,20:20:00,2,0,0,"$50,000 to $500,000",42.42,-93.73,0,0,1,177,HAMILTON,NA,NA,NA
424,1979,6,28,6/28/79,17:25:00,1,0,0,"$5,000 to $50,000",43.3,-94.48,43.22,-94.45,2.3,40,EMMET,KOSSUTH,NA,NA
428,1979,6,28,6/28/79,18:02:00,4,26,3,"$500 to $5,000",42.63,-94.6,42.45,-94.43,14.9,33,POCAHONTAS,CALHOUN,NA,NA
433,1979,6,28,6/28/79,18:40:00,1,0,0,"$50,000 to $500,000",42.92,-94.07,42.65,-93.82,20.3,300,KOSSUTH,HUMBOLDT,WRIGHT,NA
494,1979,7,10,7/10/79,19:25:00,0,0,0,$50 to $500,41.6,-93.9,0,0,0.1,30,DALLAS,NA,NA,NA
512,1979,7,13,7/13/79,21:30:00,1,0,0,"$50,000 to $500,000",41.92,-91.42,0,0,0.2,20,LINN,NA,NA,NA
511,1979,7,13,7/13/79,18:15:00,1,0,0,"$5,000 to $50,000",42.83,-93.62,0,0,0.8,60,WRIGHT,NA,NA,NA
565,1979,7,27,7/27/79,19:45:00,0,0,0,Unknown,41.42,-91.32,0,0,0.1,10,MUSCATINE,NA,NA,NA
564,1979,7,27,7/27/79,18:30:00,1,0,0,"$5,000 to $50,000",41.4,-95.02,0,0,1,60,CASS,NA,NA,NA
584,1979,7,30,7/30/79,4:00:00,1,0,0,"$50,000 to $500,000",41.4,-92.65,0,0,1,30,MUSCATINE,NA,NA,NA
583,1979,7,30,7/30/79,3:15:00,0,0,0,"$5,000 to $50,000",41.78,-93.72,0,0,0.2,30,POLK,NA,NA,NA
582,1979,7,30,7/30/79,2:00:00,1,0,0,"$50,000 to $500,000",42.28,-95.65,42.18,-95.2,23,100,IDA,CRAWFORD,NA,NA
603,1979,8,4,8/4/79,6:19:00,1,0,0,"$500 to $5,000",43.15,-91.83,0,0,0.1,30,WINNESHIEK,NA,NA,NA
604,1979,8,4,8/4/79,6:20:00,1,1,0,"$5,000 to $50,000",43.25,-91.8,0,0,0.1,30,WINNESHIEK,NA,NA,NA
605,1979,8,4,8/4/79,6:35:00,1,0,0,"$5,000 to $50,000",43.15,-91.77,0,0,0.1,30,WINNESHIEK,NA,NA,NA
611,1979,8,5,8/5/79,19:55:00,1,0,0,"$50,000 to $500,000",41.53,-90.52,0,0,1,150,SCOTT,NA,NA,NA
610,1979,8,5,8/5/79,17:25:00,1,1,0,"$50,000 to $500,000",41.87,-90.38,41.83,-90.35,1.3,300,CLINTON,NA,NA,NA
615,1979,8,8,8/8/79,9:30:00,2,0,0,"$500,000 to $5,000,000",43.07,-95.88,0,0,0.4,100,SIOUX,NA,NA,NA
619,1979,8,8,8/8/79,18:00:00,1,0,0,"$5,000 to $50,000",41.8,-92.07,0,0,2,30,IOWA,NA,NA,NA
661,1979,8,19,8/19/79,22:30:00,1,0,0,"$5,000 to $50,000",41.47,-92.67,0,0,0.2,60,MAHASKA,NA,NA,NA
657,1979,8,19,8/19/79,16:30:00,0,0,0,"$500 to $5,000",43.3,-95.83,0,0,0.2,30,OSCEOLA,NA,NA,NA
658,1979,8,19,8/19/79,18:32:00,1,0,0,"$5,000 to $50,000",42.42,-93.87,42.47,-93.78,4.7,100,HAMILTON,NA,NA,NA
660,1979,8,19,8/19/79,20:32:00,0,0,0,Unknown,46.15,-93.18,0,0,0.1,30,JASPER,NA,NA,NA
694,1979,8,26,8/26/79,17:30:00,1,0,0,"$5,000 to $50,000",41.73,-92.95,41.8,-92.88,4.9,200,JASPER,NA,NA,NA
708,1979,8,28,8/28/79,19:00:00,0,0,0,Unknown,42.15,-93.57,42.18,-93.6,1.3,60,STORY,NA,NA,NA
700,1979,8,28,8/28/79,17:14:00,0,0,0,"$500 to $5,000",43.27,-93.58,0,0,1,60,WINNEBAGO,NA,NA,NA
703,1979,8,28,8/28/79,17:45:00,1,0,0,"$5,000 to $50,000",43.28,-93,0,0,1,60,CERRO GORDO,NA,NA,NA
702,1979,8,28,8/28/79,17:25:00,3,14,2,"$500,000 to $5,000,000",40.92,-95.77,40.53,-95.22,38.3,533,MILLS,FREMONT,PAGE,NA
754,1979,9,5,9/5/79,23:45:00,1,0,0,"$5,000 to $50,000",40.82,-95.28,0,0,0.3,30,PAGE,NA,NA,NA
812,1979,10,22,10/22/79,3:30:00,1,0,0,"$50,000 to $500,000",40.68,-91.37,0,0,0.5,60,LEE,NA,NA,NA
368,1980,5,29,5/29/80,20:00:00,1,0,0,"$5,000 to $50,000",42.52,-94.53,0,0,0.5,30,WEBSTER,NA,NA,NA
376,1980,5,29,5/29/80,21:20:00,1,0,0,"$5,000 to $50,000",42.12,-94.93,0,0,0.1,30,CARROLL,NA,NA,NA
354,1980,5,29,5/29/80,16:30:00,2,0,0,"$5,000 to $50,000",43.18,-93.2,0,0,0.5,30,CERRO GORDO,NA,NA,NA
374,1980,5,29,5/29/80,20:45:00,1,0,0,"$5,000 to $50,000",42.37,-93.82,0,0,0.1,30,HAMILTON,NA,NA,NA
375,1980,5,29,5/29/80,21:00:00,1,0,0,"$5,000 to $50,000",41.83,-95.83,0,0,1,30,HARRISON,NA,NA,NA
369,1980,5,29,5/29/80,20:00:00,0,0,0,Unknown,43.38,-92.55,0,0,0.1,30,HOWARD,NA,NA,NA
359,1980,5,29,5/29/80,19:00:00,1,0,0,"$5,000 to $50,000",42.6,-94.97,42.58,-94.83,4.2,40,BUENA VISTA,POCAHONTAS,NA,NA
378,1980,5,30,5/30/80,10:20:00,1,0,0,"$5,000 to $50,000",43.1,-93.35,0,0,1,30,CERRO GORDO,NA,NA,NA
408,1980,6,2,6/2/80,6:30:00,2,0,0,"$50,000 to $500,000",40.65,-93.42,40.65,-93.32,4.7,80,WAYNE,NA,NA,NA
418,1980,6,2,6/2/80,17:20:00,1,0,0,"$50,000 to $500,000",42.43,-90.93,42.43,-90.85,3.6,50,DUBUQUE,NA,NA,NA
